Title,Korean Title,Translated Title,Year,Link,Review,Rating,Image,Score,Synopsis,Genres,Reviews_Clean,Polarity_Score,sentiment_female lead,sentiment_FL,sentiment_second female lead,sentiment_male lead,sentiment_ML,sentiment_second male lead,sentiment_cast,sentiment_main leads,sentiment_ensemble cast,sentiment_couple,sentiment_side couples,sentiment_plot,sentiment_story,sentiment_beginning,sentiment_ending,sentiment_romance,sentiment_acting,sentiment_kiss,romance,kiss,steamy,comedy,melodrama,wholesome,sad,slow burn,tropey,action,OST,bingeworthy,top,bad
Healer,힐러,Healer,2014,https://mydramalist.com/10814-healer,Slightly cheesy since it’s an older drama but the plot and the romance are great. Action packed. A bit melodramatic but loved it.,9.5,https://i.mydramalist.com/lBOo4t.jpg,8.8,"Seo Jeong Hu is a special kind of night courier, known only as ""Healer"" by his clients. For the right price and with the help of a genius hacker, he gets his clients whatever they want, as long as it doesn't involve murder. His latest job leads him to the second-rate tabloid writer Chae Yeong Sin and the successful reporter Kim Mun Ho. He begins to uncover the mystery of his own shared past with the two reporters, thus putting them all in danger.","['Action', 'Thriller', 'Mystery', 'Romance']","['slightly', 'cheesy', 'since', 'older', 'drama', 'plot', 'romance', 'great', 'action', 'packed', 'bit', 'melodramatic', 'loved']",0.2533333333333333,,,,,,,,,,,,0.18333333333333332,,,,0.18333333333333332,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Heartbeat,가슴이 뛴다,My Heart Beats,2023,https://mydramalist.com/746637-my-heart-beats,"Started off fun, then got boring, then got kind of cute, but then got super melodramatic. was hoping for a twist ending where he lived, but he died in the end which was unsatisfying. had some bright spots but felt the urge to fast forward toward the end of the series. taecyon was good in it tho (and super cute). didnt love the female lead (or SFL
or SML either lol)",7.0,https://i.mydramalist.com/1wd2zb_4t.jpg,7.3,"Seon Woo Hyul is a vampire who wants to become a human but ended up becoming half-human when he woke up a day before completing his 100 years of sleep. Meanwhile, Joo In Hae is a modern lady who shows no compassion about him and only wanted to survive. Will they find love and learn to care for each other now that fate brought them together? (Source: IM YourOnlyOne at MyDramaList)","['Comedy', 'Romance', 'Fantasy']","['started', 'fun', 'got', 'boring', 'got', 'kind', 'cute', 'got', 'super', 'melodramatic', 'hoping', 'twist', 'ending', 'lived', 'died', 'end', 'unsatisfying', 'bright', 'spot', 'felt', 'urge', 'fast', 'forward', 'toward', 'end', 'series', 'taecyon', 'good', 'tho', 'super', 'cute', 'didnt', 'love', 'female', 'lead', 'sfl', 'sml', 'either', 'lol']",0.3435897435897436,0.5666666666666667,0.5527777777777778,,0.5666666666666667,0.5527777777777778,,,,,,,,,,0.30666666666666664,,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Her Private Life,그녀의 사생활,Her Private Life,2019,https://mydramalist.com/32293-her-private-life,Obvi love the plot bc being a fan girl is close to my heart lol. Probably my favorite park min young drama tho I don’t love the leads that much. A fun watch but not the most memorable.,8.0,https://i.mydramalist.com/AvL7vt.jpg,8.3,"Seong Deok Mi, a dedicated art gallery curator, is exceptional at her job but harbors a secret: she is a devoted fangirl of Cha Si An, managing his fansite. This obsession is her private world, hidden from those around her. When Ryan Gold, a former artist turned gallery director, arrives, he uncovers her secret, altering the course of her life. (Source: MyDramaList) ~~ Adapted from the web novel “Noona Fan Dot Com” (누나팬닷컴) by Kim Sung Yeon (김성연).","['Business', 'Comedy', 'Romance', 'Drama']","['obvi', 'love', 'plot', 'bc', 'fan', 'girl', 'close', 'heart', 'lol', 'probably', 'favorite', 'park', 'min', 'young', 'drama', 'tho', 'dont', 'love', 'lead', 'much', 'fun', 'watch', 'memorable']",0.4625,,,,,,,,,,,,0.4785714285714286,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Hierarchy,하이라키,Hierarchy,2024,https://mydramalist.com/749309-hierarchy,this has to be one of the worst kdramas i have ever watched. the plot was so poorly written and predictable. it felt like a bad american melodrama. it tried fo be edgy but the actinf was just lackluster and awkward. none of the characters were charming and i couldnt even root for the male lead because he made dumb choices. the female lead has has ao much plastic surgery and was frighteningly thin and her acting was robotic. the only good thing about this drama was that it was only 7 episodes.,4.0,https://i.mydramalist.com/rN53dj_4t.jpg,6.9,"Jooshin High School, the most prestigious in South Korea, was established by the Jooshin Group and admits only students selected at birth. Among them are Jeong Jae Yi, daughter of the Jaeyool Group's head; Kim Ri An, successor of Jooshin Group; Yoon He Ra, youngest daughter of International Yoon; and Lee Woo Jin, second son of a political family. Kang Ha, a transfer student with a secret, joins Jooshin High. His innocent smile masks a hidden truth that starts to disrupt the school's rigid world. (Source: MyDramaList)","['Thriller', 'Mystery', 'Romance', 'Youth']","['one', 'worst', 'kdramas', 'ever', 'watched', 'plot', 'poorly', 'written', 'predictable', 'felt', 'like', 'bad', 'american', 'melodrama', 'tried', 'fo', 'edgy', 'actinf', 'lackluster', 'awkward', 'none', 'character', 'charming', 'couldnt', 'even', 'root', 'male', 'lead', 'made', 'dumb', 'choice', 'female', 'lead', 'ao', 'much', 'plastic', 'surgery', 'frighteningly', 'thin', 'acting', 'robotic', 'good', 'thing', 'drama', '7', 'episode']",-0.14605263157894735,-0.11574675324675325,,,-0.15416666666666667,,,,,,,,-0.5493055555555556,,,,,-0.04553571428571428,,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Hometown Cha-Cha-Cha,갯마을 차차차,Mr Hong,2021,https://mydramalist.com/683929-mr-hong,This is a fantastic slice of life romcom. Great ensemble cast - reminded me of CLOY in that way. Love that it’s set outside of Seoul. There was a bit of conflict here and there with the main couple but nothing annoying like a breakup or time jump. Cute and satisfying happy ending. Love triangle a bit unnecessary. Overall very heartwarming and cute drama. Would rewatch. Also super funny!,9.5,https://i.mydramalist.com/ZeKv1_4t.jpg,8.7,"After a conflict with her boss, dentist Yoon Hye Jin escapes the city to a seaside village where she'd vacationed before as a little girl. When she learns the village is without a dentist, she decides to set up her practice there permanently. As the former city-dweller's stiff and guarded demeanor almost immediately rubs the locals the wrong way, in steps the free-spirited jack of all trades, Hong Do Sik. There to help her learn to navigate life in a small village, although they don't hit it off well at first. (Source: bbchops at MyDramaList)","['Comedy', 'Romance', 'Life', 'Drama']","['fantastic', 'slice', 'life', 'romcom', 'great', 'ensemble', 'cast', 'reminded', 'cloy', 'way', 'love', 'set', 'outside', 'seoul', 'bit', 'conflict', 'main', 'couple', 'nothing', 'annoying', 'like', 'breakup', 'time', 'jump', 'cute', 'satisfying', 'happy', 'ending', 'love', 'triangle', 'bit', 'unnecessary', 'overall', 'heartwarming', 'cute', 'drama', 'would', 'rewatch', 'also', 'super', 'funny']",0.26953125000000006,,0.32135416666666666,,,,,0.4111607142857143,,0.4111607142857143,0.2978409090909091,,,,,0.2625330687830688,,,,1,0,0,1,1,1,0,0,0,0,0,0,0,0
Into the Ring,출사표,The Ballot,2020,https://mydramalist.com/55675-the-ballot,"Quirky, fun drama. SUPER GOOD KISS SCENES! Like, they actually move their lips. Romance is cute and sweet. Main female lead could be slightly annoying at times. But loved all the strong female leads in this overall. The male lead was very good at acting - it was weird to see him in this role after seeing him as the bad guy in the glory but I got over that quickly lol. An all around good drama.",8.5,https://i.mydramalist.com/EgNWW_4t.jpg,8.1,"Seo Gong Myung is an efficient and hard-nosed elite civil servant who can multitask with ease and is titled the ‘Number One Handsome Man’ on the District People's Committee. However, he is a cold, rigid, and independent person who is deemed prickly and unapproachable at the best of times. Seo Gong Myung is guided by his moral convictions, which he staunchly adheres to, opting to do everything ‘by the book’. His lack of flexibility and his penchant for criticizing all those who enter his domain not only serve to earn him the nickname ‘Great Lucifer’, but more enemies than friends. Goo Se Ra is a lower-class woman with little education or money, but she can still talk a good game and punch well above her own weight. Known as the ‘Queen of Civil Complaints’, she’s a force to be reckoned with! She’s held many positions in the past, none of which have materialized into a stable source of income. Small wonder the opening of the District People's Council, with an annual salary of 50 million won for a mere 90 working days, could be just the ticket she needs to better her circumstances. The sparks start flying as the newly-demoted Seo Gong Myung and newbie Council member Goo Se Ra join forces to penalize corrupt politicians. (Source: vtoday.vlive.tv; edited by MyDramaList)","['Comedy', 'Romance', 'Drama', 'Political']","['quirky', 'fun', 'drama', 'super', 'good', 'kiss', 'scene', 'like', 'actually', 'move', 'lip', 'romance', 'cute', 'sweet', 'main', 'female', 'lead', 'could', 'slightly', 'annoying', 'time', 'loved', 'strong', 'female', 'lead', 'overall', 'male', 'lead', 'good', 'acting', 'weird', 'see', 'role', 'seeing', 'bad', 'guy', 'glory', 'got', 'quickly', 'lol', 'around', 'good', 'drama']",0.19373015873015872,0.22211805555555555,,,0.22211805555555555,,,,,,,,,,,,0.23083333333333333,0.15526041666666668,0.24196078431372547,1,0,0,0,1,1,0,0,0,0,0,0,0,1
It's Okay to Not Be Okay,사이코지만 괜찮아,Psycho But It S Okay,2020,https://mydramalist.com/49865-psycho-but-it-s-okay,Kind of overrated. The brother is great. The FL is kind of refreshing bc she’s so blunt and outspoken but also kind of annoying. Dragged a bit. Not something I have a desire to rewatch really,7.5,https://i.mydramalist.com/xw3xX_4t.jpg,8.9,"Moon Gang Tae is a community health worker at a psychiatric ward who was blessed with everything including a great body, smarts, ability to sympathize with others, patience, ability to react quickly, stamina, and more. Meanwhile, Ko Moon Young is a popular writer of children’s literature who, due to suffering from an antisocial personality disorder, seems extremely selfish, arrogant, and rude. Moon Gang Tae denies love and Ko Moon Young doesn’t know it. The two defy fate and fall in love, finding their souls and identities in the process. (Source: Soompi & Koreandrama.org)","['Psychological', 'Comedy', 'Romance', 'Drama']","['kind', 'overrated', 'brother', 'great', 'fl', 'kind', 'refreshing', 'bc', 'shes', 'blunt', 'outspoken', 'also', 'kind', 'annoying', 'dragged', 'bit', 'something', 'desire', 'rewatch', 'really']",0.35714285714285715,,0.45999999999999996,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itaewon Class,이태원 클라쓰,Itaewon Class,2020,https://mydramalist.com/33898-itaewon-class,I liked the representation in this and the first few eps are good. FL and SFL are terribly annoying and couldn’t see past this. Also v cheesy and dramatic most of the time. And PSJ’s hair does not do him any favors.,6.0,https://i.mydramalist.com/kOpKmt.jpg,8.4,"Park Saeroyi's life has been turned upside down after he gets expelled from school for punching a bully and his father is killed in an accident. Following his father's steps, he opens a pub named ""DanBam"" in Itaewon and, along with his manager and staff, strives towards success and reaching greater heights. (Source: Wikipedia) ~~ Adapted from the webtoon ""Itaewon Class"" (이태원 클라쓰) by Jo Gwang Jin (조광진).","['Business', 'Romance', 'Life', 'Drama']","['liked', 'representation', 'first', 'eps', 'good', 'fl', 'sfl', 'terribly', 'annoying', 'couldnt', 'see', 'past', 'also', 'v', 'cheesy', 'dramatic', 'time', 'psjs', 'hair', 'favor']",-0.014814814814814836,,0.02041666666666664,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Just Between Lovers,그냥 사랑하는 사이,Just Between Lovers,2017,https://mydramalist.com/24230-just-between-lovers,"Made me cry so many times, so glad it had a happy ending, loved the leads, great acting, ending felt rushed and there was a bit too much breaking up between the leads",9.0,https://i.mydramalist.com/rkKPmt.jpg,8.5,"A tragic accident kills 48 people, leaving the survivors and those connected to the event forever changed. Lee Gang Du, once a hopeful soccer player, now struggles with physical and emotional pain while caring for his sister and paying off a debt. Ha Mun Su, a survivor of the accident, is haunted by nightmares. She lives above her mother’s bathhouse and creates architectural models for safety in major building projects. Years later, a construction project at the accident site stirs painful memories for all involved. As they cross paths, they help each other heal and find new hope for the future. (Source: MyDramaList)","['Psychological', 'Romance', 'Melodrama']","['made', 'cry', 'many', 'time', 'glad', 'happy', 'ending', 'loved', 'lead', 'great', 'acting', 'ending', 'felt', 'rushed', 'bit', 'much', 'breaking', 'lead']",0.5,,,,,,,,,,,,,,,0.5125,,0.42999999999999994,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
King the Land,킹더랜드,King The Lander,2023,https://mydramalist.com/726273-king-the-lander,"super cute adorable romcom (in the same league as business proposal). the part with the saudi prince was a tad sus and some of the family drama was a bit meh, but besides that the drama had a great cast, adorable couple moments, a cute second couple, a great OST, and a cute ending. junho is so damn attractive and adorable in this one.",8.5,https://i.mydramalist.com/wJAkqn_4t.jpg,8.2,"Heir Goo Won, known for his brilliance and charm, despises fake smiles but is captivated by Cheon Sa Rang’s genuine one. As they bond over their shared desire for true happiness, Goo Won is thrown into an inheritance battle at King of the Land, an exclusive lounge owned by The King Group. Cheon Sa Rang, with her radiant smile, lands a job at King Hotel, a place full of childhood memories. However, she must set those memories aside and quickly adapt to the challenges and prejudices she faces at work. (Source: MyDramaList)","['Comedy', 'Romance']","['super', 'cute', 'adorable', 'romcom', 'league', 'business', 'proposal', 'part', 'saudi', 'prince', 'tad', 'sus', 'family', 'drama', 'bit', 'meh', 'besides', 'drama', 'great', 'cast', 'adorable', 'couple', 'moment', 'cute', 'second', 'couple', 'great', 'ost', 'cute', 'ending', 'junho', 'damn', 'attractive', 'adorable', 'one']",0.4777777777777778,,,,,,,0.47047619047619044,,,0.4777777777777778,,,,,0.5466666666666666,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Kiss Sixth Sense,키스식스센스,Kiss Six Sense,2022,https://mydramalist.com/707571-kiss-six-sense,"Had some cute and also steamy couple moments and seemed promising at the beginning but overall the show wasn’t great. The second lead characters were annoying, the backstory ended up being kind of cliche, and the ending with all the fighting and breaking up was not cute. A couple of episodes in the middle were cute when they were sneaking around the office. There were bright moments but not a standout show by any means.",7.0,https://i.mydramalist.com/xoWvq_4t.jpg,8.0,"Hong Ye Sool, the best account executive on Planning Team 1 at Zeu Ad is making her way up as a project manager. She has one secret: she can see the future when she kisses someone. One day, after Ye Sool's lips accidentally meet the lips of her evil team chief Min Hoo, she sees herself in bed with him in the future. While Ye Sool is confused with her future, her ex-boyfriend Pil Yo shows up to work on a new project together and offers Yesool to go on a date with him three times. This romantic office comedy revolves around Ye Sool, whose primary focus is work. (Source: Disney+) ~~ Adapted from the web novel ""Kiss Sixth Sense"" (키스식스센스) by Gatnyeo (갓녀).","['Comedy', 'Romance', 'Fantasy', 'Supernatural']","['cute', 'also', 'steamy', 'couple', 'moment', 'seemed', 'promising', 'beginning', 'overall', 'show', 'wasnt', 'great', 'second', 'lead', 'character', 'annoying', 'backstory', 'ended', 'kind', 'cliche', 'ending', 'fighting', 'breaking', 'cute', 'couple', 'episode', 'middle', 'cute', 'sneaking', 'around', 'office', 'bright', 'moment', 'standout', 'show', 'mean']",0.20454545454545456,,,,,,,,,,0.3375,,,0.205,0.26111111111111107,0.21160714285714285,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Light on Me,새빛남고 학생회,Saebit Boys High School Council,2021,https://mydramalist.com/688367-saebit-boys-high-school-council,Very cute. Love triangle is done well in that I loved both love interests and did not know which one the main lead would choose. But it’s a short series and the plot moves fast and I wish there had been more cute moments and more depth to the characters storylines backgrounds and motivations. Very adorable miniseries tho,8.0,https://i.mydramalist.com/XJWdX_4t.jpg,8.1,"Tae Kyung is a 18-year-old high school student. He is also a lifelong loner. But one day, he starts questioning his own judgment and tells a teacher that he no longer wishes to be alone. The problem is, he has no idea how to start going about making new friends. The teacher advises him to join the school’s student council. He agrees, but discovers that making friends may be harder than it seems. He meets the Vice President of the council, Shin Woo, who is cool and level-headed, but also somewhat cold toward him and reluctant to accept Tae Kyung. However, he also meets the super-attractive President of the council: Da On, who appears to take an instant shine to him. The beginnings of a romance appear to be in the cards for Da On and Tae Kyung, but Shin Woo does not seem to approve. Matters are further complicated by the fact that Da On’s close female friend – who secretly loves Da On – is jealous of their closeness, and attempts to drive a wedge between them! (Source: Viki) ~~ Adapted from the mobile game “Saebit Boys High School Council"" (새빛남고학생회) by Day7 (데이세븐).","['Romance', 'Youth', 'Drama']","['cute', 'love', 'triangle', 'done', 'well', 'loved', 'love', 'interest', 'know', 'one', 'main', 'lead', 'would', 'choose', 'short', 'series', 'plot', 'move', 'fast', 'wish', 'cute', 'moment', 'depth', 'character', 'storyline', 'background', 'motivation', 'adorable', 'miniseries', 'tho']",0.44242424242424244,,,,,,,,,,,,0.4447222222222222,0.5358333333333334,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Like Flowers in Sand,모래에도 꽃이 핀다,The Sand Flower,2023,https://mydramalist.com/748911-the-sand-flower,What a beautiful drama. So wholesome. made me laugh and made me cry. the acting of the main leads is SO GOOD. Kim Baek Doo is so pure and adorable and will go down in history as one of my favorite kdrama characters of all time. the main actor completely owned the role. the female lead is also fantastic. the ssireum wrestling and the murder plot were essential to the story but didnt overwhelm it. it was the romance and friendship that really shined through. only complaint is that it could have been 16 episodes and then we could have gotten more cute couple scenes post-love-confession but the 12 episode narrative was done well and they stuck the landing.,9.5,https://i.mydramalist.com/qYOOKQ_4t.jpg,8.2,"Kim Baek Doo participates in the traditional Korean wrestling sport of ssireum and is a member of the ssireum team for the Geosan County Office. Baek Doo was born as the youngest son of a prestigious ssireum family. In the past, he was known as a genius like ssireum wrestler, but not anymore. He is thinking about retiring from the sport altogether. One day, Baek Doo meets his childhood friend Oh Yoo Kyung and has a turning point in his ssireum life. Yoo Kyung and Baek Doo grew up together in Geosan County. She begins to work as a leader of the management team for the ssireum team, which is on the verge of disbanding. Meanwhile, they have people around them like Min Hyun Wook, who suddenly appears in Geosan County and adjusts well to life here, and Joo Mi Ran, who is a mysterious cafe owner. There's also the new coach, Kwak Jin Soo, of the ssireum team and Cho Seok Hee, who is Baek Doo’s best friend and works as a police constable. (Source: AsianWiki)","['Mystery', 'Comedy', 'Romance', 'Life']","['beautiful', 'drama', 'wholesome', 'made', 'laugh', 'made', 'cry', 'acting', 'main', 'lead', 'good', 'kim', 'baek', 'doo', 'pure', 'adorable', 'go', 'history', 'one', 'favorite', 'kdrama', 'character', 'time', 'main', 'actor', 'completely', 'owned', 'role', 'female', 'lead', 'also', 'fantastic', 'ssireum', 'wrestling', 'murder', 'plot', 'essential', 'story', 'didnt', 'overwhelm', 'romance', 'friendship', 'really', 'shined', 'complaint', 'could', '16', 'episode', 'could', 'gotten', 'cute', 'couple', 'scene', 'postloveconfession', '12', 'episode', 'narrative', 'done', 'well', 'stuck', 'landing']",0.24431913116123644,0.24476911976911978,,,0.24476911976911978,,,,0.3025132275132275,,0.12215956558061822,,0.21892551892551892,0.2549016955266955,,,0.2236451247165533,0.3966269841269841,,1,0,0,1,1,1,1,0,0,1,0,0,1,0
"Link: Eat, Love, Kill","링크: 먹고 사랑하라, 죽이게",Link,2022,https://mydramalist.com/80001-link,"Very solid drama. ML is incredible - his acting is just so good and he’s especially good at the emotional scenes. A few scenes in this drama made me bawl. There w was a mix of suspense, sadness, cuteness and humor in this drama. Sometimes the switching between these moods was a little jarring but overall it worked. Could have been an amazing drama if they leaned all the way in to drama and made it more like my mister but it still had romantic comedy elements. Overall enjoyable.",8.5,https://i.mydramalist.com/1rPKz_4t.jpg,8.0,"A story about a man and woman who share the same emotional state. Eun Gye Hun is a chef who sets up a restaurant in the town where his twin sister went missing 20 years ago. He finds himself randomly experiencing emotions one day, spontaneously crying and laughing, and it turns out that they are the emotions of a woman named No Da Hyeon. (Sources: HanCinema, Soompi)","['Mystery', 'Romance', 'Drama', 'Fantasy']","['solid', 'drama', 'ml', 'incredible', 'acting', 'good', 'he', 'especially', 'good', 'emotional', 'scene', 'scene', 'drama', 'made', 'bawl', 'w', 'mix', 'suspense', 'sadness', 'cuteness', 'humor', 'drama', 'sometimes', 'switching', 'mood', 'little', 'jarring', 'overall', 'worked', 'could', 'amazing', 'drama', 'leaned', 'way', 'drama', 'made', 'like', 'mister', 'still', 'romantic', 'comedy', 'element', 'overall', 'enjoyable']",0.27232142857142855,,,,,0.1466346153846154,,,,,,,,,,,,0.35738636363636367,,1,0,0,1,1,0,1,0,0,1,0,0,0,0
Love All Play,너에게 가는 속도 493km,The Speed Going To You Km,2022,https://mydramalist.com/694427-the-speed-going-to-you-493km,"Best love story, chemistry, and male lead I’ve seen in a while. I laughed and I cried. Got a bit melodramatic in the middle but overall this is a kdrama that gave me ALL the feels. Park Taeyang and Park Taejun are the cutest ahhhhhhhh",9.5,https://i.mydramalist.com/k8eW8_4t.jpg,8.4,"A sports romance drama that depicts the passion and affection for badminton of a male and female protagonist who are a mixed doubles group with players from the badminton business team. Park Tae Joon, who naturally wound up in the world of badminton because of his parents’ badminton equipment business. Although he had begun to see the sport as work, his passion for badminton is reignited due to a desire to impress a woman. Park Tae Yang is a former aspiring Olympian who had to leave the badminton world for three years due to a bribing scandal. (Source: Wikipedia; Naver)","['Romance', 'Drama', 'Sports', 'Melodrama']","['best', 'love', 'story', 'chemistry', 'male', 'lead', 'ive', 'seen', 'laughed', 'cried', 'got', 'bit', 'melodramatic', 'middle', 'overall', 'kdrama', 'gave', 'feel', 'park', 'taeyang', 'park', 'taejun', 'cutest', 'ahhhhhhhh']",0.3666666666666667,,,,0.49166666666666664,,,,,,,,,0.4625,,,,,,1,0,0,1,1,0,1,0,0,0,0,0,0,0
Love Is for Suckers,얼어죽을 연애따위,Love That Will Freeze To Death,2022,https://mydramalist.com/719759-love-that-will-freeze-to-death,Started off interesting. I was super intrigued by the reality dating show plot esp since the FL is a commentator on singles inferno. The backstory of the ML was super emotional and I was into it for a while. But the plot reaaaally dragged in the middle to end and I ended up fast forwarding to see what happens bc I was so I engaged by the end. I loved the side couple of John Jang and the webtoon artist tho - they were adorable and that’s the first love plot I’ve seen for a female actress who’s a bit “heavier” and not your typical love interest.,7.0,https://i.mydramalist.com/XWxNq_4t.jpg,7.5,"Goo Yeo Reum is a television producer in the tenth year of her professional career. Although she works harder than most producers, the shows she makes all seem to flop. Then she's selected to produce a new dating-themed reality TV show called “Kingdom of Love.” Her neighbour and best friend of twenty years is Park Jae Hoon, a plastic surgeon who has lost all his passion for work. Their relationship is close but purely platonic. Park Jae Hoon is jaded by his experiences and has also essentially given up on love. As such, he only ever pursues casual relationships. In the planning stage of the show’s production, Goo Yeo Reum runs into struggles, having difficulty finding suitable bachelors to appear on the programme. She eventually turns to Park Jae Hoon in desperation. To help her, he agrees to become a contestant on the show. But in this unfamiliar new dynamic—as a producer and a cast member—they unexpectedly begin developing never-felt-before romantic feelings. Will “Kingdom of Love” turn friends into lovers? (Source: Viki: edited by MyDramaList)","['Comedy', 'Romance']","['started', 'interesting', 'super', 'intrigued', 'reality', 'dating', 'show', 'plot', 'esp', 'since', 'fl', 'commentator', 'single', 'inferno', 'backstory', 'ml', 'super', 'emotional', 'plot', 'reaaaally', 'dragged', 'middle', 'end', 'ended', 'fast', 'forwarding', 'see', 'happens', 'bc', 'engaged', 'end', 'loved', 'side', 'couple', 'john', 'jang', 'webtoon', 'artist', 'tho', 'adorable', 'thats', 'first', 'love', 'plot', 'ive', 'seen', 'female', 'actress', 'who', 'bit', 'heavier', 'typical', 'love', 'interest']",0.28076923076923077,,0.33636363636363636,,,0.33636363636363636,,,,,0.27956349206349207,,0.33636363636363636,0.2669191919191919,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love Next Door,엄마 친구 아들,Mom S Friend S Son,2024,https://mydramalist.com/758259-mom-s-friend-s-son,"This drama was a bit of a rollercoaster in that it had major ups and downs. started off great — very cute and intruiging given its amazing cast. i was especially excited to see the two main actors in a couple together since i love them both. but then it went downhill in the middle and did not rebound until the last 4-5 episodes which were pretty much just a return to cute fluff, plus some heartwarming family moments. having said all that, this drama had some very very sweet couples scenes — especially the kiss scene in the sunflower field and the proposal scenes — and some character and family moments that made me cry. It had a nice satisfying ending so im glad i watched it in the end but it was a bit overhyped overall.",8.0,https://i.mydramalist.com/x4ngkw_4t.jpg,8.3,"Choi Seung Hyo is the most noteworthy young architect in Korea, and he runs the architecture firm ""Atelier In."" Not only is he nearly perfect as an architect, but he is also very attractive and has a great personality. Yet, Choi Seung Hyo has experienced moments that he wants to erase from his life. Those moments usually involve Bae Seok Ryu. When they were 4 years old, their moms became friends. Because of their moms, Choi Seung Hyo and Bae Seok Ryu spent a lot of time together, bathing together at a women's bathhouse. Now, Choi Seung Hyo meets Bae Seok Ryu as an adult. While growing up, Bae Seok Ryu’s life was smooth sailing. During her school days, she never missed ranking first academically at her school. She was always passionate and energetic in the things she did. After graduating from university, she was hired by a large company. She worked hard as a project manager, but for some reason, she quit her job. She has been unemployed since then. She meets Choi Seung Hyo. (Source: AsianWiki)","['Comedy', 'Romance', 'Family']","['drama', 'bit', 'rollercoaster', 'major', 'ups', 'down', 'started', 'great', 'cute', 'intruiging', 'given', 'amazing', 'cast', 'especially', 'excited', 'see', 'two', 'main', 'actor', 'couple', 'together', 'since', 'love', 'went', 'downhill', 'middle', 'rebound', 'last', '45', 'episode', 'pretty', 'much', 'return', 'cute', 'fluff', 'plus', 'heartwarming', 'family', 'moment', 'said', 'drama', 'sweet', 'couple', 'scene', 'especially', 'kiss', 'scene', 'sunflower', 'field', 'proposal', 'scene', 'character', 'family', 'moment', 'made', 'cry', 'nice', 'satisfying', 'ending', 'im', 'glad', 'watched', 'end', 'bit', 'overhyped', 'overall']",0.338640350877193,,0.35788194444444443,,,,,0.4081180555555556,,,0.383392094017094,,,,,0.2995343137254902,,,0.3611388888888889,1,1,0,0,1,1,1,0,0,0,0,0,0,0
Love Scout,나의 완벽한 비서,Greetings,2025,https://mydramalist.com/756733-greetings,"a very sweet mature romance. it was refreshing how the leads actually communicated, which meant that the drama (and even the more tropey elements of the plot like the their traumatic childhood connection) was dealt with maturely and didnt lead to an unnecessary breakup. ensemble cast and characters were cute and the family scenes were quite wholesome. the chemistry between the leads was very palpable, especially in the middle episodes though it did plateau a bit by the end. the ending was wrapped up neatly. overall a sweet, pleasant watch.",8.5,https://i.mydramalist.com/nOJQw6_4t.jpg,8.5,"A successful and confident woman, Kang Ji Yun, is the CEO of a headhunting company. To survive in the fiercely competitive headhunting field, she puts everything she has into her work. Outside of her job, she doesn't know how to do anything. She has a secretary named Yoo Eun Ho who takes care of pretty much everything for her. Unlike his boss, the secretary is friendly, well-mannered, and considerate of other people. He is a single father, who is also good at parenting and housework. (Source: AsianWiki)","['Business', 'Romance', 'Life', 'Drama']","['sweet', 'mature', 'romance', 'refreshing', 'lead', 'actually', 'communicated', 'meant', 'drama', 'even', 'tropey', 'element', 'plot', 'like', 'traumatic', 'childhood', 'connection', 'dealt', 'maturely', 'didnt', 'lead', 'unnecessary', 'breakup', 'ensemble', 'cast', 'character', 'cute', 'family', 'scene', 'quite', 'wholesome', 'chemistry', 'lead', 'palpable', 'especially', 'middle', 'episode', 'though', 'plateau', 'bit', 'end', 'ending', 'wrapped', 'neatly', 'overall', 'sweet', 'pleasant', 'watch']",0.20273809523809525,,,,,,,0.20273809523809522,,0.20273809523809522,,,0.22679629629629627,,,0.2603282828282828,0.23388888888888887,,,1,0,0,0,1,1,0,0,1,0,0,0,0,0
